Title,Region,Type,Rating,Rank
歌剧魅影,"英国,美国","剧情,爱情,惊悚,音乐",8.5,452
推手,"中国台湾,美国","剧情,家庭",8.4,453
乡愁,"苏联,意大利",剧情,9.0,454
精英部队2：大敌当前,巴西,"剧情,动作,犯罪,惊悚",8.7,455
雄狮少年,中国大陆,"剧情,喜剧,动画",8.3,456
镜子,苏联,"传记,剧情,历史,战争",9.0,457
阿黛尔的生活,"法国,比利时,西班牙","剧情,爱情,同性",8.4,458
姊姊妹妹站起来,中国大陆,剧情,9.2,459
坏孩子的天空,日本,"剧情,犯罪,运动",8.6,460
南极大冒险,美国,"剧情,冒险",8.7,461
机器管家,"美国,德国","剧情,喜剧,科幻",8.6,462
地雷区,"丹麦,德国","剧情,历史,战争",8.7,463
比利·林恩的中场战事,"美国,英国,中国大陆","剧情,战争",8.3,464
追击者,韩国,"犯罪,剧情,惊悚",8.4,465
弗里达,"美国,墨西哥,加拿大","传记,剧情,爱情",8.7,466
蓝白红三部曲之蓝,"法国,波兰,瑞士","剧情,爱情,音乐",8.5,467
破·地狱,中国香港,"剧情,家庭",8.3,468
监狱风云,中国香港,"剧情,动作,犯罪",8.4,469
芬奇,美国,"剧情,科幻",8.4,470
那年夏天，宁静的海,日本,"剧情,喜剧,爱情",8.6,471
完美的日子,"日本,德国",剧情,8.5,472
国际市场,韩国,"剧情,家庭",8.6,473
巴斯特·斯克鲁格斯的歌谣,美国,"剧情,喜剧,爱情,西部,悬疑,歌舞",8.5,474
丹麦女孩,"英国,美国,比利时,丹麦,德国","剧情,传记,爱情,同性",8.4,475
Hello！树先生,中国大陆,剧情,8.3,476
天若有情,中国香港,"动作,剧情,爱情",8.4,477
秒速5厘米,日本,"动画,剧情,爱情",8.3,478
百鸟朝凤,中国大陆,"剧情,音乐",8.3,479
薄荷糖,"韩国,日本",剧情,8.6,480
银魂剧场版：完结篇 直到永远的万事屋,日本,"剧情,动画",9.3,481
银翼杀手2049,"美国,英国,加拿大,西班牙","剧情,动作,科幻,悬疑,惊悚",8.3,482
我的1919,中国大陆,"剧情,传记,历史",8.6,483
天伦之旅,美国,"剧情,家庭",8.6,484
垫底辣妹,日本,"剧情,家庭",8.3,485
嫌疑人X的献身,日本,"犯罪,剧情,悬疑",8.4,486
老爷车,"美国,德国",剧情,8.6,487
鬼妈妈,美国,"剧情,动画,奇幻,家庭",8.4,488
椒麻堂会,"中国香港,法国",剧情,8.5,489
最佳出价,意大利,"剧情,爱情,悬疑",8.4,490
王牌对王牌,"美国,德国","动作,犯罪,剧情,悬疑,惊悚",8.5,491
天注定,"中国大陆,日本,法国","剧情,犯罪",8.3,492
我的野蛮女友,韩国,"剧情,喜剧,爱情",8.3,493
百变狸猫,日本,"动画,喜剧,剧情,奇幻",8.6,494
思悼,韩国,"剧情,历史",8.5,495
雾中风景,"希腊,法国,意大利",剧情,8.9,496
芝加哥七君子审判,"美国,英国,印度","剧情,历史",8.6,497
导盲犬小Q,日本,剧情,8.5,498
金刚狼3：殊死一战,美国,"剧情,动作,科幻",8.3,499
好家伙,美国,"剧情,传记,犯罪",8.5,500
昨天,中国大陆,"传记,剧情,音乐",8.7,501
兵临城下,"爱尔兰,英国,法国,德国,美国","剧情,历史,战争",8.4,502
春夏秋冬又一春,"韩国,德国",剧情,8.5,503
堕落天使,中国香港,"喜剧,犯罪,剧情,爱情",8.3,504
名侦探柯南：瞳孔中的暗杀者,日本,"动画,冒险,犯罪,剧情,悬疑",8.5,505
僵尸新娘,"美国,英国","剧情,动画,奇幻",8.3,506
魔鬼代言人,"美国,德国","剧情,悬疑,惊悚",8.4,507
萨利机长,美国,"剧情,传记",8.3,508
秋日奏鸣曲,"瑞典,西德,英国","剧情,家庭",9.0,509
爱,"法国,德国,奥地利","剧情,爱情",8.6,510
顽主,中国大陆,"剧情,喜剧",8.4,511
结婚礼服,韩国,"剧情,家庭",8.6,512
乔乔的异想世界,"美国,捷克,新西兰","剧情,喜剧,战争",8.3,513
伴你高飞,美国,"冒险,剧情,家庭",8.8,514
面纱,"美国,中国大陆,加拿大","剧情,爱情",8.3,515
东京家族,日本,"剧情,家庭",8.8,516
少年的你,"中国大陆,中国香港","剧情,爱情,犯罪",8.2,517
少年斯派维的奇异旅行,"法国,加拿大","剧情,喜剧,冒险,家庭",8.5,518
现代启示录,美国,"剧情,战争",8.5,519
午夜巴黎,"西班牙,美国,法国","剧情,爱情,奇幻",8.3,520
冒牌上尉,"德国,波兰,法国","剧情,历史,战争",8.6,521
油炸绿番茄,美国,剧情,8.8,522
大决战之平津战役,中国大陆,"剧情,历史,战争",9.0,523
幸福的拉扎罗,"意大利,瑞士,法国,德国","剧情,奇幻",8.5,524
梦,"日本,美国","剧情,奇幻",8.7,525
相爱相亲,"中国大陆,中国台湾","剧情,爱情,家庭",8.3,526
换子疑云,美国,"剧情,悬疑,惊悚",8.4,527
苦月亮,"法国,英国","剧情,爱情,惊悚,情色",8.4,528
成为简·奥斯汀,"英国,爱尔兰","传记,剧情,爱情",8.3,529
一代宗师,"中国大陆,中国香港","剧情,传记,动作,爱情",8.2,530
夜访吸血鬼,美国,"剧情,奇幻,惊悚",8.3,531
茜茜公主,奥地利,"喜剧,剧情,历史,爱情",8.5,532
爱在暹罗,泰国,"剧情,爱情,同性",8.3,533
焦土之城,"加拿大,法国","剧情,战争,悬疑",8.6,534
桃色公寓,美国,"爱情,喜剧,剧情",8.8,535
天浴,"中国香港,美国,中国台湾",剧情,8.4,536
铁甲钢拳,"美国,印度","剧情,动作,科幻,运动",8.3,537
曾经,爱尔兰,"剧情,音乐,爱情",8.3,538
飓风营救,"法国,美国,英国","动作,犯罪,剧情,惊悚",8.3,539
天下无贼,"中国大陆,中国香港","动作,犯罪,剧情",8.2,540
黄飞鸿之二：男儿当自强,中国香港,"剧情,动作,爱情,武侠,古装",8.3,541
阳光小美女,美国,"剧情,喜剧,家庭",8.3,542
无主之作,"德国,意大利",剧情,8.6,543
暴裂无声,中国大陆,"剧情,犯罪,悬疑",8.2,544
狗十三,中国大陆,"剧情,家庭",8.2,545
剃头匠,中国大陆,"剧情,传记",9.2,546
冬冬的假期,中国台湾,"剧情,儿童",8.7,547
天才少女,美国,"剧情,家庭",8.3,548
兹山鱼谱,韩国,"剧情,历史,古装",8.8,549
狗镇,"丹麦,瑞典,挪威,芬兰,英国,法国,德国,荷兰,意大利","剧情,悬疑,惊悚",8.4,550
为奴十二年,"美国,英国","剧情,传记,历史",8.3,551
穿普拉达的女王,"美国,法国","剧情,喜剧",8.2,552
十二夜,中国香港,"剧情,爱情",8.3,553
理智与情感,"美国,英国","剧情,爱情",8.4,554
何处是我朋友的家,伊朗,剧情,9.0,555
天才枪手,泰国,"剧情,犯罪,悬疑",8.2,556
永不妥协,美国,"剧情,传记",8.5,557
布达佩斯之恋,"德国,匈牙利","爱情,剧情",8.6,558
听说,中国台湾,"剧情,爱情",8.2,559
杰伊·比姆,印度,"剧情,犯罪",8.7,560
无间道3：终极无间,"中国大陆,中国香港","剧情,犯罪,惊悚",8.2,561
单身男子,美国,"剧情,同性",8.5,562
大路,意大利,剧情,8.9,563
魔术师,"法国,英国","剧情,动画",8.6,564
一九四二,中国大陆,"剧情,历史,战争,灾难",8.2,565
花与爱丽丝,日本,"剧情,喜剧,爱情",8.3,566
铁拳男人,美国,"剧情,家庭,传记,运动",8.8,567
诗,"韩国,法国",剧情,8.7,568
机动部队,中国香港,"犯罪,剧情",8.3,569
星际牛仔 天国之门,"日本,美国","动画,动作,喜剧,犯罪,剧情,科幻,惊悚",9.0,570
喜丧,"中国大陆,中国香港,法国","剧情,家庭",8.7,571
月升王国,美国,"剧情,儿童",8.4,572
孟买酒店,"澳大利亚,美国,印度","剧情,历史,惊悚",8.3,573
嘉年华,"中国大陆,法国",剧情,8.2,574
站台,"中国大陆,中国香港,日本,法国","剧情,历史",8.4,575
集结号,"中国大陆,中国香港","剧情,传记,历史,战争",8.2,576
人鬼情未了,美国,"剧情,爱情,奇幻",8.3,577
苏州河,"中国大陆,德国","剧情,爱情",8.2,578
社交网络,美国,"剧情,传记",8.2,579
K星异客,"美国,德国","剧情,科幻",8.5,580
危情十日,美国,"剧情,犯罪,惊悚",8.5,581
X战警：逆转未来,"美国,英国","剧情,动作,科幻,冒险",8.2,582
暗花,中国香港,"剧情,动作,犯罪,悬疑",8.3,583
天佑鲍比,美国,"剧情,传记,同性",8.9,584
追梦赤子心,美国,"传记,剧情,运动",8.7,585
猩球崛起,美国,"剧情,动作,科幻",8.2,586
侠女,"中国台湾,中国香港","剧情,动作,武侠,古装",8.6,587
我是传奇,美国,"剧情,动作,惊悚,冒险",8.2,588
大地惊雷,美国,"剧情,西部,冒险",8.4,589
洗澡,中国大陆,"剧情,喜剧,家庭",8.4,590
斗牛,中国大陆,"剧情,喜剧",8.2,591
十二怒汉（电视版）,美国,"剧情,犯罪,悬疑",9.5,592
编舟记,日本,剧情,8.6,593
独自等待,中国大陆,"喜剧,爱情,剧情",8.2,594
巴里·林登,"英国,美国","剧情,爱情,战争",8.8,595
热带鱼,中国台湾,"喜剧,剧情",8.7,596
超时空接触,美国,"剧情,科幻,悬疑,惊悚",8.4,597
西部往事,"意大利,美国","剧情,犯罪,西部",8.7,598
天才瑞普利,美国,"剧情,犯罪,惊悚",8.3,599
夜行者,美国,"剧情,犯罪,惊悚",8.3,600
红鳉鱼,日本,"剧情,传记",8.9,601
X战警：第一战,"美国,英国","动作,剧情,科幻",8.2,602
骗中骗,美国,"剧情,喜剧,犯罪",8.7,603
老男孩,韩国,"剧情,动作,悬疑,惊悚",8.2,604
八部半,"意大利,法国",剧情,8.6,605
小岛惊魂,"美国,西班牙,法国,意大利","剧情,悬疑,恐怖",8.2,606
年会不能停！,中国大陆,"剧情,喜剧",8.1,607
利兹与青鸟,日本,"剧情,动画,音乐",8.9,608
那些年，我们一起追的女孩,中国台湾,"剧情,喜剧,爱情",8.1,609
爱情神话,中国大陆,"剧情,喜剧,爱情",8.1,610
逃离德黑兰,美国,"剧情,惊悚,历史",8.2,611
追风筝的人,"美国,中国大陆",剧情,8.2,612
黄飞鸿之三：狮王争霸,"中国香港,中国大陆","剧情,动作,武侠,古装",8.2,613
伊万的童年,苏联,"剧情,战争",8.8,614
跛豪,中国香港,"传记,犯罪,剧情",8.3,615
精武门,中国香港,"动作,剧情,爱情,惊悚",8.5,616
心房客,法国,"剧情,喜剧",8.5,617
小妇人,"美国,加拿大","剧情,爱情,家庭",8.5,618
狐妖小红娘剧场版：王权富贵,中国大陆,"剧情,喜剧,爱情,动画",9.2,619
新·驯龙高手,美国,"剧情,喜剧,动作,奇幻,冒险",8.3,620
阿拉伯的劳伦斯,英国,"剧情,传记,冒险",8.7,621
如晴天，似雨天,美国,"剧情,音乐",8.3,622
痛苦与荣耀,"西班牙,法国","剧情,同性",8.5,623
情人,"法国,英国,越南","剧情,传记,爱情,情色",8.2,624
起风了,日本,"剧情,爱情,动画",8.2,625
八月迷情,美国,"剧情,音乐,爱情",8.3,626
我的父亲母亲,中国大陆,"剧情,爱情",8.2,627
捕风追影,"中国大陆,中国香港","剧情,动作,犯罪",8.1,628
当哈利遇到莎莉,美国,"喜剧,剧情,爱情",8.3,629
海滩的一天,中国台湾,"剧情,爱情",8.5,630
利刃出鞘,美国,"剧情,喜剧,犯罪,悬疑",8.1,631
风柜来的人,中国台湾,剧情,8.4,632
孔雀,中国大陆,"剧情,家庭",8.2,633
大宅门,中国大陆,"剧情,爱情,传记",9.3,634
李米的猜想,"中国大陆,中国香港","犯罪,剧情,爱情",8.1,635
云图,"美国,德国,中国香港,新加坡,中国大陆,英国,西班牙","剧情,科幻,悬疑",8.1,636
黑客帝国动画版,"美国,日本","动作,剧情,动画,科幻",8.8,637
不可饶恕,美国,"剧情,西部",8.5,638
归来,中国大陆,"剧情,历史,爱情",8.1,639
山河故人,"中国大陆,法国,日本","剧情,家庭",8.1,640
菊豆,"中国大陆,日本",剧情,8.2,641
师父,中国大陆,"剧情,动作,武侠",8.1,642
教宗的承继,"英国,意大利,阿根廷,美国","剧情,传记",8.6,643
百元之恋,日本,"剧情,运动",8.2,644
门徒,中国香港,"犯罪,剧情,惊悚",8.1,645
大河恋,美国,"剧情,家庭",8.5,646
巴黎，我爱你,"法国,列支敦士登,瑞士,德国,美国","剧情,喜剧,爱情",8.3,647
战马,美国,"剧情,战争",8.2,648
美国X档案,美国,"犯罪,剧情",8.4,649
革命之路,"美国,英国","剧情,爱情",8.2,650
杰出公民,"阿根廷,西班牙","剧情,喜剧",8.4,651
普罗旺斯的夏天,法国,"剧情,喜剧,家庭",8.3,652
斯图尔特：倒带人生,英国,剧情,8.6,653
养家之人,"爱尔兰,加拿大,卢森堡,美国,英国,法国","剧情,动画,家庭",8.3,654
孤胆特工,韩国,"剧情,动作,犯罪,惊悚",8.2,655
血色将至,美国,剧情,8.4,656
沙丘2,"美国,加拿大","剧情,动作,科幻,冒险",8.1,657
柏林苍穹下,"西德,法国","奇幻,剧情,爱情",8.7,658
杀死一只知更鸟,美国,"剧情,犯罪",8.6,659
华尔街之狼,美国,"剧情,传记,犯罪",8.1,660
将军号,美国,"剧情,喜剧,动作,战争,冒险",9.1,661
疤面煞星,美国,"犯罪,剧情,惊悚",8.4,662
关于我母亲的一切,"西班牙,法国",剧情,8.5,663
雏菊,"韩国,中国香港","剧情,爱情",8.1,664
弗兰西丝·哈,美国,"剧情,喜剧",8.5,665
秋菊打官司,"中国大陆,中国香港",剧情,8.2,666
南山的部长们,韩国,"剧情,历史,惊悚",8.2,667
罪恶之家,英国,"剧情,悬疑",8.3,668
燃烧,韩国,"剧情,犯罪,悬疑",8.1,669
鬼灭之刃：那田蜘蛛山篇,日本,"剧情,动作,动画,奇幻",9.2,670
克莱默夫妇,美国,"剧情,家庭",8.5,671
大象席地而坐,中国大陆,剧情,8.1,672
骆驼祥子,中国大陆,剧情,8.5,673
遇见你之前,"英国,美国","剧情,爱情",8.1,674
大明劫,中国大陆,"剧情,历史,古装",8.2,675
空中监狱,美国,"剧情,动作,犯罪,惊悚",8.2,676
猛龙过江,中国香港,"动作,喜剧,犯罪,剧情,惊悚",8.4,677
现在去见你,韩国,"剧情,爱情,奇幻",8.3,678
波斯语课,"俄罗斯,德国,白俄罗斯",剧情,8.1,679
德州巴黎,"西德,法国,英国,美国",剧情,8.4,680
情枭的黎明,美国,"犯罪,剧情,惊悚",8.7,681
华盛顿邮报,"美国,英国","剧情,传记,历史",8.3,682
母亲,韩国,"剧情,犯罪,悬疑,惊悚",8.3,683
对她说,"西班牙,美国","剧情,爱情",8.4,684
蓝白红三部曲之白,"法国,波兰,瑞士","喜剧,剧情,悬疑,爱情",8.3,685
金猴降妖,中国大陆,"剧情,动画,奇幻",9.2,686
濑户内海,日本,"剧情,喜剧",8.3,687
卡特教练,"美国,德国","剧情,运动",8.6,688
季春奶奶,韩国,"剧情,家庭",8.5,689
无名之辈,中国大陆,"剧情,喜剧",8.0,690
马路天使,中国大陆,"剧情,喜剧",8.6,691
新不了情,中国香港,"剧情,爱情",8.3,692
无双,"中国大陆,中国香港","剧情,动作,犯罪,悬疑",8.0,693
点球成金,美国,"剧情,传记,运动",8.3,694
蝴蝶君,"美国,加拿大","剧情,爱情,同性",8.4,695
逆光飞翔,中国台湾,"剧情,爱情",8.2,696
湄公河行动,"中国大陆,中国香港","剧情,动作,犯罪",8.0,697
荆轲刺秦王,"中国大陆,日本,法国","剧情,历史,古装",8.2,698
海上花,"中国台湾,日本",剧情,8.2,699
迷墙,英国,"剧情,动画,奇幻",8.7,700
春天的故事,法国,"喜剧,剧情,爱情",8.4,701
我在雨中等你,美国,"剧情,喜剧,爱情,运动",8.4,702
哆啦A梦：伴我同行,日本,"剧情,动画",8.1,703
珍珠港,美国,"剧情,历史,爱情,战争",8.1,704
刺杀肯尼迪,"美国,法国","传记,剧情,历史,悬疑,惊悚",8.8,705
摇摆少女,日本,"剧情,喜剧,音乐",8.6,706
火柴人,"美国,英国","剧情,喜剧,犯罪",8.2,707
和声,韩国,剧情,8.5,708
春风沉醉的夜晚,"中国大陆,法国","剧情,同性",8.1,709
黑皮书,"荷兰,德国,英国,比利时","剧情,惊悚,战争",8.4,710
8英里,"美国,德国","剧情,音乐",8.3,711
十月的天空,美国,"传记,剧情,家庭",8.7,712
蒙太奇,韩国,"剧情,犯罪,惊悚",8.2,713
危楼愚夫,俄罗斯,剧情,8.4,714
一树梨花压海棠,"法国,美国","剧情,爱情,情色",8.1,715
黑暗中的舞者,"丹麦,德国,荷兰,意大利,美国,英国,法国,瑞典,芬兰,冰岛,阿根廷,挪威,中国台湾,比利时","剧情,歌舞",8.2,716
荒野猎人,"美国,中国香港,中国台湾","剧情,动作,冒险",8.0,717
罗马,"墨西哥,美国","剧情,家庭",8.2,718
精疲力尽,法国,"剧情,爱情,犯罪",8.4,719
戏梦巴黎,"法国,英国,意大利","剧情,爱情,情色",8.1,720
蒂凡尼的早餐,美国,"喜剧,剧情,爱情",8.1,721
蝴蝶梦,美国,"剧情,爱情,悬疑",8.3,722
黑暗面,"哥伦比亚,西班牙","剧情,悬疑,惊悚",8.1,723
勇往直前,美国,"剧情,传记,灾难",8.3,724
地久天长,中国大陆,"剧情,家庭",8.0,725
了不起的盖茨比,"澳大利亚,美国","剧情,爱情",8.0,726
龙纹身的女孩,"美国,瑞典,挪威","剧情,犯罪,悬疑,惊悚",8.1,727
年轻气盛,"意大利,法国,瑞士,英国","剧情,喜剧",8.2,728
对不起，我们错过了你,"英国,法国,比利时","剧情,家庭",8.5,729
冷山,"英国,意大利,罗马尼亚,美国","剧情,爱情,战争",8.2,730
暗杀,韩国,"剧情,动作,历史,犯罪",8.1,731
福音战士新剧场版：Q,日本,"剧情,科幻,动画",8.4,732
走走停停,中国大陆,"剧情,喜剧,家庭",8.0,733
摩托日记,"阿根廷,美国,智利,秘鲁,巴西,英国,德国,法国","冒险,传记,剧情",8.5,734
本命年,中国大陆,"剧情,爱情",8.3,735
不成问题的问题,"中国大陆,法国",剧情,8.1,736
第一滴血,美国,"剧情,动作,冒险",8.3,737
小妇人,美国,"剧情,爱情",8.0,738
玫瑰人生,"法国,英国,捷克","剧情,传记,爱情,音乐",8.3,739
妈妈再爱我一次,中国台湾,"剧情,家庭",8.3,740
我们一起摇太阳,"中国大陆,中国香港","剧情,爱情,家庭",8.0,741
潜行者,苏联,"剧情,科幻,悬疑",8.8,742
无姓之人,"加拿大,比利时,法国,德国","剧情,爱情,科幻,奇幻",8.2,743
假面,瑞典,"剧情,惊悚",8.8,744
秋天的故事,法国,"剧情,爱情",8.5,745
永远的三丁目的夕阳,日本,"剧情,家庭",8.8,746
初恋这首情歌,"爱尔兰,英国,美国","剧情,爱情,音乐",8.2,747
贝利叶一家,"法国,比利时","剧情,喜剧,音乐,家庭",8.4,748
和莎莫的500天,美国,"剧情,喜剧,爱情",8.0,749
一战再战,美国,"剧情,动作,犯罪,惊悚",8.1,750
艺术家,"法国,比利时,美国","剧情,喜剧,爱情",8.3,751
赛末点,"英国,美国,爱尔兰,卢森堡","剧情,爱情,犯罪,悬疑",8.1,752
狗神,"法国,美国",剧情,8.1,753
大开眼戒,"英国,美国","剧情,悬疑,惊悚,情色",8.1,754
推拿,"中国大陆,法国",剧情,8.0,755
偶然与想象,日本,"剧情,爱情",8.3,756
七磅,美国,剧情,8.2,757
万能钥匙,"美国,德国","剧情,悬疑,恐怖",8.0,758
浪客剑心 最终章 追忆篇,日本,"剧情,动作,冒险",8.6,759
狗咬狗,中国香港,"动作,犯罪,剧情,惊悚",8.1,760
星月童话,"中国香港,日本","剧情,爱情,惊悚",8.2,761
晒后假日,"英国,美国",剧情,8.2,762
梦旅人,日本,"剧情,奇幻",8.3,763
十三条命,"美国,加拿大,英国","剧情,传记,惊悚",8.5,764
狂怒,"美国,中国大陆,英国","剧情,动作,战争",8.0,765
老狐狸,中国台湾,剧情,8.1,766
路边野餐,中国大陆,剧情,8.0,767
她比烟花寂寞,英国,"传记,剧情,音乐",8.2,768
激战,"中国香港,中国大陆","剧情,动作,运动",8.0,769
第七封印,瑞典,"剧情,奇幻",8.5,770
国家公敌,美国,"动作,剧情,惊悚",8.2,771
太极旗飘扬,韩国,"动作,剧情,战争",8.3,772
最后的决斗,"美国,英国","剧情,历史",8.3,773
宿敌,印度,"剧情,犯罪,悬疑",8.5,774
无依之地,美国,剧情,8.1,775
理查德·朱维尔的哀歌,美国,"剧情,传记,犯罪",8.2,776
西线无战事,美国,"剧情,动作,历史,战争",9.0,777
黄昏的清兵卫,日本,"剧情,历史,爱情",8.8,778
绝杀慕尼黑,俄罗斯,"剧情,运动",8.1,779
唐人街,美国,"犯罪,剧情,悬疑,惊悚",8.4,780
菲利普船长,美国,"剧情,传记,惊悚",8.2,781
窈窕淑女,美国,"剧情,爱情,歌舞",8.2,782
秋刀鱼之味,日本,"剧情,家庭",8.6,783
通天塔,"法国,美国,墨西哥",剧情,8.1,784
风雨哈佛路,美国,"剧情,传记",8.1,785
金色梦乡,日本,"剧情,悬疑",8.3,786
偶滴神啊,印度,"剧情,喜剧",8.4,787
内布拉斯加,美国,"剧情,喜剧,家庭",8.6,788
邮差,"意大利,法国,比利时","传记,喜剧,剧情,爱情",8.9,789
摇滚红与黑,法国,"剧情,音乐,歌舞",9.2,790
杀手没有假期,"英国,美国","剧情,喜剧,犯罪",8.1,791
两生花,"法国,波兰,挪威","剧情,爱情,奇幻",8.3,792
蓦然回首,日本,"剧情,动画",8.1,793
给爸爸的信,"中国香港,中国大陆","剧情,动作,犯罪",8.1,794
双姝奇缘,法国,"剧情,喜剧",8.7,795
人生密密缝,日本,"剧情,同性,家庭",8.5,796
天鹅绒金矿,"英国,美国","剧情,同性,音乐",8.4,797
椿三十郎,日本,"剧情,喜剧,动作,犯罪,惊悚",8.8,798
冬天的故事,法国,"剧情,爱情",8.5,799
海洋天堂,"中国大陆,中国香港",剧情,8.0,800
间谍之桥,"美国,德国,印度","剧情,传记,历史",8.2,801
喊·山,中国大陆,"剧情,爱情,犯罪",8.1,802
鸟人,"美国,墨西哥","剧情,喜剧",8.0,803
我脑中的橡皮擦,韩国,"爱情,剧情",8.0,804
喋血街头,中国香港,"剧情,动作,犯罪,惊悚",8.2,805
花木兰,美国,"动画,冒险,剧情,家庭",8.0,806
志明与春娇,中国香港,"喜剧,剧情,爱情",7.9,807
给桃子的信,日本,"剧情,动画",8.3,808
唐山大地震,中国大陆,"剧情,历史,灾难",7.9,809
紫色,美国,剧情,8.7,810
婚姻生活,瑞典,"剧情,爱情",9.0,811
飞行家,"美国,德国","剧情,传记",8.1,812
夺宝奇兵3,美国,"剧情,动作,奇幻,冒险",8.3,813
因父之名,"爱尔兰,英国,美国","传记,剧情",8.7,814
听见天堂,意大利,"剧情,儿童",8.8,815
追凶者也,中国大陆,"剧情,喜剧,犯罪",7.9,816
新警察故事,"中国大陆,中国香港","动作,犯罪,剧情,惊悚",7.9,817
投奔怒海,中国香港,剧情,8.5,818
听到涛声,日本,"剧情,爱情,动画",8.2,819
祝你好运，里奥·格兰德,英国,"剧情,喜剧",8.1,820
囚徒,美国,"剧情,犯罪,悬疑",8.1,821
谜一样的双眼,"阿根廷,西班牙","剧情,爱情,犯罪,悬疑",8.2,822
青之炎,日本,"剧情,犯罪,爱情",8.6,823
木偶奇遇记,美国,"剧情,动画,奇幻,音乐",8.4,824
交响情人梦 最终乐章 后篇,日本,剧情,8.8,825
127小时,"美国,英国","剧情,传记,冒险",8.1,826
愤怒的公牛,美国,"剧情,传记,运动",8.4,827
醉乡民谣,"美国,英国,法国","剧情,音乐",8.1,828
熊的故事,"法国,美国",剧情,9.0,829
戏台,"中国大陆,中国香港","剧情,喜剧",7.9,830
癫佬正传,中国香港,剧情,8.6,831
投名状,"中国大陆,中国香港","剧情,动作,战争,古装",7.9,832
一天,"美国,英国","剧情,爱情",7.9,833
青春猪头少年不会梦到怀梦美少女,日本,"剧情,爱情,动画",8.7,834
契克,德国,"剧情,喜剧",8.4,835
我爱你！,"中国大陆,中国香港","剧情,爱情,家庭",7.9,836
上帝之国,英国,"剧情,爱情,同性",8.4,837
虞美人盛开的山坡,日本,"剧情,动画",8.1,838
局内人,韩国,"剧情,动作,犯罪,惊悚",8.1,839
海鸥食堂,日本,"喜剧,剧情",8.3,840
孩子王,中国大陆,剧情,8.3,841
我和厄尔以及将死的女孩,美国,"剧情,喜剧",8.2,842
夏目友人帐,日本,"剧情,动画,奇幻",8.0,843
气球,德国,"剧情,历史,惊悚",8.4,844
祖与占,法国,"剧情,爱情",8.4,845
壁花少年,美国,"剧情,爱情",8.0,846
佛罗里达乐园,美国,"剧情,儿童",8.1,847
光荣之路,美国,"剧情,传记,运动",8.5,848
洪熙官,中国香港,"剧情,动作,冒险,武侠,古装",8.0,849
毕业生,美国,"剧情,喜剧,爱情",8.0,850
男人四十,中国香港,剧情,8.1,851
金鸡,中国香港,"剧情,喜剧",8.1,852
附注：我爱你,美国,"剧情,爱情",8.1,853
女人步上楼梯时,日本,剧情,9.1,854
决战之后,中国大陆,"剧情,战争",9.1,855
南极料理人,日本,"剧情,喜剧",8.2,856
成为约翰·马尔科维奇,美国,"喜剧,剧情,奇幻,爱情",8.3,857
高地战,韩国,"剧情,战争",8.5,858
赌侠,中国香港,"剧情,喜剧",7.9,859
放大,"英国,意大利","剧情,悬疑,惊悚",8.4,860
耳朵大有福,"中国大陆,韩国","剧情,喜剧,家庭",8.2,861
轻音少女 剧场版,日本,"剧情,动画,音乐",9.3,862
回家的路,韩国,"剧情,犯罪,家庭",8.4,863
孤味,中国台湾,"剧情,家庭",8.0,864
飞向太空,苏联,"剧情,科幻,悬疑",8.6,865
处女泉,瑞典,"犯罪,剧情",8.5,866
香港制造,中国香港,"剧情,爱情,犯罪",8.2,867
我自己的爱达荷,美国,"剧情,爱情,同性",8.3,868
空房间,"韩国,日本","剧情,爱情,犯罪",8.0,869
香火,中国大陆,剧情,8.4,870
致允熙,韩国,"剧情,同性",8.4,871
宾虚,美国,"剧情,动作,历史,战争,冒险",8.7,872
朱莉与朱莉娅,美国,"剧情,传记",8.1,873
我的名字叫可汗,印度,"剧情,爱情",8.4,874
伯德小姐,美国,"剧情,家庭",7.9,875
阳光姐妹淘,日本,"剧情,喜剧,歌舞",8.3,876
金氏漂流记,韩国,"剧情,喜剧,爱情",8.3,877
光棍儿,中国大陆,"剧情,喜剧,同性",8.1,878
双重赔偿,美国,"剧情,犯罪,悬疑,惊悚,黑色电影",8.5,879
水牛城66,"美国,加拿大","喜剧,犯罪,剧情,爱情",8.4,880
朝圣之路,"美国,西班牙","剧情,喜剧,冒险",8.4,881
在西伯利亚森林中,法国,"剧情,冒险",8.7,882
摩加迪沙,韩国,"剧情,动作",8.1,883
西伯利亚的理发师,"俄罗斯,法国,意大利,捷克","喜剧,剧情,爱情",8.6,884
夏天的故事,法国,"剧情,爱情",8.3,885
未知死亡,印度,"动作,剧情,悬疑,爱情,惊悚",8.1,886
罗斯玛丽的婴儿,美国,"剧情,恐怖",8.2,887
蓝色茉莉,美国,"剧情,家庭",8.0,888
丈夫得了抑郁症,日本,"剧情,爱情,家庭",8.2,889
杀戮,"法国,德国,波兰,西班牙","剧情,喜剧",8.2,890
超感猎杀：圣诞特别篇,美国,"剧情,科幻,同性",8.7,891
特写,伊朗,"犯罪,剧情",8.8,892
托斯卡纳艳阳下,"美国,意大利","喜剧,剧情,爱情",8.1,893
浪客剑心,日本,"剧情,动作,古装",8.1,894
五至七时的克莱奥,"法国,意大利","喜剧,剧情,音乐",8.7,895
十分钟年华老去：小号篇,"西班牙,英国,德国,芬兰,中国大陆,美国,日本,加拿大",剧情,8.5,896
沦落人,中国香港,剧情,8.2,897
